,Beam length (um),Beam width (nm),Thickness_1 (nm),Thickness_2 (nm),Temperature (K),Distance (nm),Gate voltage (V),Pretension (Pa),M1 Eigenfrequency (Hz),M1 Quality factor,M1 Effective mass (kg),M1 TED (W),M1 Noise (kg^2/s^3),M2 Eigenfrequency (Hz),M2 Quality factor,M2 Effective mass (kg),M2 TED (W),M2 Noise (kg^2/s^3),M3 Eigenfrequency (Hz),M3 Quality factor,M3 Effective mass (kg),M3 TED (W),M3 Noise (kg^2/s^3),M4 Eigenfrequency (Hz),M4 Quality factor,M4 Effective mass (kg),M4 TED (W),M4 Noise (kg^2/s^3)
55,40.4449743999408,651.7143084940951,210.0449784008346,12.113489471588611,5.375605376430983,536.9547156782318,18.496633814418903,565938672.7672747,7549129.957879052,11738651.839835253,7.781682253479815e-15,9.082255123453703e-28,3.322191836190512e-12,16364266.566982877,8192303.568536808,8.110347665889498e-15,2.9401636494236105e-27,4.223271925989924e-12,27288233.46415254,5667497.80676618,8.193727342693736e-15,7.159902252327084e-27,4.841172330679601e-12,40741976.87513162,4105872.351397586,8.171664146897525e-15,1.4715963007686607e-26,5.267735366345428e-12
56,250.67740348879005,938.7800071175054,194.5345503883495,17.24933962964802,0.7879868326701592,501.7559662803053,17.333869069316943,418222044.6045195,935994.4244498268,9179972.409021383,7.302460341580611e-14,5.1562379633112364e-30,7.441913161575832e-12,1884270.9335110104,8954862.792264666,7.313345807338313e-14,1.0656936581946327e-29,1.3823397322940302e-11,2856793.664003298,8614961.228742652,7.32985903806177e-14,1.6832670749346816e-29,1.7879464343939868e-11,3864927.532053866,8228628.741695581,7.348156199737625e-14,2.3901443234988563e-29,2.1729397128801152e-11
57,553.8332797522626,281.71154359086853,87.65720817469517,14.649786535795272,1.7296446898192248,589.5155305283507,38.31073627459317,903296287.6444747,551814.9908855736,20652411.52753157,2.402476999407217e-14,1.9990517495587792e-31,2.6759724225469137e-13,1103701.571953318,20642768.748210654,2.4024714381011252e-14,4.0002213282325485e-31,9.66370252376931e-13,1655731.956617466,20625861.927896734,2.4024215978070563e-14,6.005777277088858e-31,1.834152991935244e-12,2207978.4487864007,17927632.84984996,2.4026787381650872e-14,9.215303860678088e-31,2.95278726433666e-12
58,136.56223235429073,831.7256807995725,194.12726886066807,23.63549698181252,25.967562893931937,482.1562295371877,26.434910779109742,950161972.956868,2359265.026621606,1004191.2684360804,3.584328663405536e-14,6.475620145509007e-27,6.149748857113228e-12,4761308.485763847,935998.0360073752,3.5932599847644526e-14,1.4055725762257858e-26,8.802639845338427e-12,7247269.097418277,844118.207131319,3.6059254791117794e-14,2.3806805179126742e-26,1.131480447558583e-11,9855272.259054203,747048.4601964573,3.616905597508768e-14,3.6691906354620405e-26,1.3635684425718744e-11
59,85.79918573899954,94.5189011796021,174.799711471512,19.70390484570699,0.429782678847071,337.0663604451084,36.96583150489872,904104532.7429478,3539895.0892311856,18387133.99166329,2.379531132029928e-15,1.4770445393950772e-30,2.096643275189628e-13,7082006.891006418,18336901.370870043,2.379685525234425e-15,2.9633013227979784e-30,5.988155314481918e-13,10628554.220467266,18254222.31392256,2.379572231049804e-15,4.467202083355753e-30,1.161698466817864e-12,14181758.552517118,16752358.799713396,2.3793031277740768e-15,6.494261117923219e-30,1.8914869972208185e-12
60,92.2471824081611,934.9389026705056,199.1943099093544,20.49820855933157,45.06145761319521,472.2698236597119,24.56891922131541,0.0,1722144.450765643,350157.4931790346,2.445073660117684e-14,3.516741036651453e-26,1.1187272867345816e-11,3872856.8070610827,343395.13026159455,2.5872235295686912e-14,8.533231935279355e-26,1.3586515963635317e-11,6694544.983904847,332104.397102985,2.6080290537963482e-14,1.5374505404322e-25,1.5044068443630682e-11,10284264.409777796,317302.4970281219,2.599423021997777e-14,2.4638768381417665e-25,1.5972573948099664e-11
61,35.83283279052809,273.7476040657156,104.97474205535384,14.34579331694121,1.7500199696772163,290.82609409930944,23.19351774295485,648797276.6678938,8026194.746628176,8532977.75922428,1.6568890619189057e-15,1.173076954422282e-28,1.797986350901985e-12,16349996.783285895,7838953.515890669,1.6687321836807234e-15,2.619812541827805e-28,2.520833162667257e-12,25245214.359460734,6982008.961780262,1.6806085374312289e-15,4.573926891850649e-28,3.1695395178002478e-12,34945777.71884362,6159640.732613928,1.6874940282090406e-15,7.206187617375194e-28,3.726780968609865e-12
62,74.26879731587482,599.1978435920201,103.53992595804964,23.958477223465614,45.358995126561744,489.7469826430669,19.35151809571956,970753664.7823428,4488976.648909401,420688.6286116389,8.026378668795296e-15,3.8895569500345417e-26,5.616600765642063e-12,9106995.011478333,382149.6522366657,8.065736080719286e-15,8.729302705168129e-26,7.939032800149323e-12,13974978.693050206,334967.16395881405,8.112690400308026e-15,1.537119871867809e-25,1.0068677360445969e-11,19199690.43833573,290164.0932788393,8.142412320146897e-15,2.446794888086979e-25,1.1953093843290676e-11
63,72.71208345995097,710.1990338676469,102.09760001085846,47.89084848473083,0.0862911843778266,173.98740672940352,0.0,0.0,2564573.065542025,56757504.29234089,1.0012597088708594e-14,4.077885735966482e-31,4.262773641179911e-12,5482503.5418114215,56645898.16088549,1.0360968672259565e-14,9.038728475173432e-31,2.0275260076053888e-11,9010182.684234543,56058336.55803905,1.0478694803295692e-14,1.5180885599124767e-30,2.3657456516480728e-11,13296841.048000421,31187842.766061533,1.0464430073683871e-14,4.02138123883977e-30,2.592579872893502e-11
64,39.96384458640183,507.6315055351595,207.1173239924333,41.53448148554019,1.864299326465703,460.60858051373367,18.45322210437116,826000272.8958627,8345278.978777179,26134705.572485182,6.880183394104906e-15,1.4162752192007103e-28,3.101477143845532e-12,17331317.981678776,21054002.044031996,7.007741776528561e-15,3.718770815431934e-28,4.1935985162188536e-12,27490552.99174498,16218711.9515863,7.082620705040144e-15,7.739011534586959e-28,5.082582925457846e-12,39204015.00215615,12582233.219825434,7.089385889922382e-15,1.4239863500569574e-27,5.771588367820967e-12
65,12.556616226489687,789.523623369809,135.05865059125975,24.14252950869852,0.6836683037845397,446.8618259632042,37.73177251336674,567691351.8159032,48427056.279986024,37686.84250101373,1.928899002969044e-15,5.93541765632327e-25,3.1160482961019264e-12,122553816.58155502,35024.95316324299,2.1201932754870984e-15,1.776512256057367e-24,3.4107760959613067e-12,225365337.67966205,33781.4181658314,2.102411934103975e-15,3.3586947354088195e-24,3.682475720739236e-12,341670221.5393698,32000.058455647973,7.70994461310596e-16,1.971292609028206e-24,5.997552632488767e-12
66,10.508605837269553,279.48685574236487,144.27301498507603,47.60540641845803,24.49768931273693,421.03126867270834,0.0,372364639.6786668,31840170.91357281,740228.2619776484,6.963999985633037e-16,3.669836203269535e-25,1.9569964683278653e-12,74476640.5343056,568112.9486897913,7.460522685382022e-16,1.1982097163738778e-24,2.302577008097074e-12,132518113.36096662,443275.07228134666,7.469279205033909e-16,2.7356392119891422e-24,2.540926004286664e-12,206782119.01030266,356020.8042439169,7.411171696350652e-16,5.273545174866514e-24,2.743339857352256e-12
67,429.7482026275839,985.1061890871364,100.84125195511189,10.388553752639533,3.5827742215649545,531.0469209054183,0.0,935212194.8051268,722617.5758903483,1526752.4499658945,7.049605011993502e-14,3.5746971657253656e-29,9.15725095943033e-12,1447142.1012587328,1509569.0776936116,7.050358749693306e-14,7.241090583510175e-29,2.1667512162941604e-11,2175472.6704986617,1481968.586497622,7.05256238662017e-14,1.1091649755792612e-28,2.8401019238090508e-11,2909493.5074231555,1355220.245095334,7.05500783978921e-14,1.622705055196488e-28,3.5126174718066094e-11
68,97.42839207868508,121.89454662137018,149.8428015181678,12.869641982846082,1.4341455838819688,124.9898612547254,0.0,956254544.9987134,3179349.8576290347,8781168.652856437,2.9219715942099303e-15,8.827290831091539e-30,3.259994649360939e-13,6361204.305725738,7397941.903521773,2.9223003429723866e-15,2.096615153664799e-29,9.388707299807881e-13,9548071.067540618,3345462.751363035,2.9220210630452184e-15,6.95838140654989e-29,1.8189515180721165e-12,12742306.601752535,34774.50227070235,2.9217837649876804e-15,8.933068070019298e-27,2.9430437027675247e-12
69,520.6830787475354,274.2516338241398,103.2868914718724,37.1265129686856,2.3955843878998158,531.5647523086587,0.0,0.0,286403.2691082121,714410.4708073195,2.953051163962415e-14,5.7770875747883815e-30,1.7478070476099535e-13,572960.8859080632,714402.0838732299,2.953303487759242e-14,1.1558411727961455e-29,4.986535503922839e-13,859827.6100974835,714371.602838392,2.9532687135307225e-14,1.7345945945656548e-29,9.706582628589274e-13,1147158.761756868,641525.5916076365,2.9530760140607114e-14,2.5768668979891455e-29,1.5908923367796174e-12
71,231.49175097826097,337.20045197103275,206.951473674942,13.685326781461306,159.31606597686445,408.6152005873682,2.8608044252053357,327563927.01335883,810777.4370602128,45099.78057786261,2.589794667459176e-14,7.644064899993683e-26,3.417054029077428e-12,1624006.2672265621,44629.33431909104,2.5901274924572086e-14,1.5474628849134117e-25,5.880931099854105e-12,2442127.5921815024,43872.6094868567,2.591021140211124e-14,2.3679779195555014e-25,7.726502351127288e-12,3267562.9967022617,42853.453840469374,2.5922301778299633e-14,3.2452152576253133e-25,9.547588524178949e-12
72,207.87409882292732,287.4184958594322,199.83597165928796,46.56824702752883,27.77992677065675,263.5002344303888,7.809970436405844,0.0,655745.2097925215,19322.474201285306,2.1590006825579047e-14,2.601349961391609e-26,4.86055032008798e-13,1314651.7761645482,19321.840557882224,2.159825685515666e-14,5.217405022599105e-26,1.4089238106522984e-12,1979857.9021679433,19321.167405425746,2.160674199444394e-14,7.860742241891677e-26,2.7420924354718637e-12,2654455.625924739,19320.762815534643,2.1620767128900984e-14,1.0546197776730207e-25,4.4525311960322526e-12
73,54.72345166864535,591.565809192234,95.83894441318556,16.693544628140504,20.734855237650763,542.5113880613902,10.54269287835739,427375769.6074712,4805518.269714848,857223.3698245389,4.93779026285375e-15,1.0584642294398103e-26,6.014881445646099e-12,10056826.665809982,759226.1014694734,5.051255976715827e-15,2.558506521977205e-26,8.047116704834349e-12,16112158.019846926,661178.0443262329,5.109597343191532e-15,4.761231331090519e-26,9.631194762296284e-12,23215108.338939097,583363.6243396916,5.114645836440365e-15,7.782950214643731e-26,1.0800304883166731e-11
74,15.254109928237732,780.2972728838203,169.92225557200302,42.146596193837055,6.381509488439972,403.2858027699012,15.757878532878776,539548428.654236,33910963.20076386,82493.04360448827,3.0736130292422124e-15,1.9136606932538447e-24,3.80988656518197e-12,84715830.14864355,74015.40296531636,3.3615149695174928e-15,5.827341399807683e-24,4.229690425412168e-12,155692480.43697587,69401.96229475927,3.3424923455438817e-15,1.1356885802634927e-23,4.5554945544247444e-12,244744356.3839284,66764.74876387446,3.314596205012723e-15,1.8403017772418266e-23,4.865077963394819e-12
75,16.163648021912337,935.8431363854792,200.26334671965597,17.772415768412156,0.0416822900320107,236.35267024280964,36.13314934792764,0.0,32840235.46832802,42102.62986985949,4.031324990206347e-15,2.7705176723799057e-26,3.136851038791855e-12,86605875.54515257,42099.32361313885,4.457306864353095e-15,8.079060274510061e-26,3.372055135486508e-12,162951508.4827892,42095.80104746819,4.414055229316092e-15,1.505474644990698e-25,3.664271813380282e-12,258193601.1374207,42093.18594892007,4.3775857914703336e-15,2.365834817057759e-25,4.09831580992138e-12
76,55.87840247734825,632.5876977457654,143.250994235514,15.438180427280908,19.398620973904777,453.3083627438716,15.573214184633471,588337968.6815736,5163921.340963134,1963955.0136030156,7.685994415444806e-15,6.933847980983672e-27,4.517751967207248e-12,10775517.319568615,1657784.078808555,7.849792325601642e-15,1.7506305406403202e-26,6.073455968560286e-12,17199300.4297522,1362369.5948970104,7.938707775711129e-15,3.438680489330156e-26,7.302716937780839e-12,24688193.63272361,1133237.754466332,7.94875718242123e-15,5.941466860659162e-26,8.223442267360595e-12
77,304.3866956673105,639.2001378458691,100.46985704140138,36.90342214518713,27.48167169480216,409.2520545248185,10.30176718703344,439634115.6998112,801014.0531025133,40570.46842088984,3.893287419811169e-14,1.2591621742956935e-26,2.6113893329939537e-12,1604604.6930513876,40343.47011616448,3.8938887790683686e-14,2.5369589416433567e-26,7.432655589786538e-12,2413335.545787737,39973.920253231816,3.8953626116948545e-14,3.852334129923997e-26,1.4099251153670086e-11,3229745.4564966117,39474.47886381094,3.8972674998413564e-14,5.223326763627745e-26,2.2103234315316008e-11
78,16.80181983695592,628.0426276782985,145.26475474699342,36.004123540944576,0.1912985571853422,108.27473632210364,26.31411430082813,958909145.8408,28022822.74159735,517211.3105407032,2.3847488272582068e-15,4.8353601991609266e-27,3.3916324248988028e-12,65434793.11928329,423975.7746243729,2.5604706789620388e-15,1.4788693892804524e-26,3.927490989003324e-12,115887000.20119348,374424.5277603274,2.565769770539516e-15,2.9718742966372076e-26,4.258953060897206e-12,179545059.71365544,345924.6637983919,2.5477810030486204e-15,4.948759503242791e-26,4.516177673250308e-12
79,19.761712902274745,908.7345652235514,188.587442142758,34.05389172033107,0.0130928569673159,587.4861050739909,27.96675711584264,523526850.518388,24480055.399824735,161687.38470727415,4.908894595143087e-15,1.3760952417727075e-27,4.29554254678562e-12,60859727.260913685,145428.84969746062,5.360527719179103e-15,4.15351234077988e-27,4.7083716470829195e-12,111830513.09650883,137551.25174550776,5.338828481287937e-15,8.036561371399147e-27,4.9999028774572775e-12,176259616.53184786,133673.5598595259,5.300134909854812e-15,1.2939656799815074e-26,5.307826002790248e-12
80,452.299144272082,281.01954141319254,197.28568070614423,24.42396340357688,0.1856476608038686,330.80906043002034,0.0,0.0,293214.6334189116,17923052.875292644,4.2337063128025055e-14,3.4711677823989336e-32,3.159739630591906e-14,586741.1641448372,17937025.20097994,4.2341924344975355e-14,6.941414121184843e-32,1.849689984347441e-13,880889.6970200466,18840760.16211959,4.23388481884345e-14,9.92072409363925e-32,5.465842144561937e-13,1175971.480843723,135879149.64266768,4.234886577381311e-14,1.8368215907707658e-32,1.2064072062817048e-12
81,43.139117831630045,449.5373116839539,108.51559853869024,39.34565570698901,1.6805363270875917,354.89429252546347,4.26329272005939,616073592.2120928,6970956.407883102,10745523.434113253,3.902781637006927e-15,1.262663723791139e-28,4.6172259775371994e-12,14348805.613556243,9727537.100881914,3.953836168071239e-15,2.908574453258409e-28,6.340219753272853e-12,22488279.562264018,8561378.006917493,3.992726118786296e-15,5.2303498460751865e-28,7.798454357205747e-12,31665025.60096892,7507271.154885229,4.003145661820557e-15,8.420692205491376e-28,8.973258302344551e-12
82,348.7233562705482,496.6089818270455,189.2734794132196,12.954350095765603,36.06893135683039,351.86463419186884,25.06404700143721,0.0,348069.1116733554,47389.32377403291,5.202855492717576e-14,6.259522640802135e-27,3.247913841325397e-12,698604.3236223183,47389.41276894215,5.2059254057699694e-14,1.2570783896913735e-26,8.957922145325383e-12,1054042.3563859358,47388.91955659559,5.2109425270973785e-14,1.898506187678104e-26,1.4966741239420498e-11,1416763.1301104776,47387.310929935215,5.216411954429922e-14,2.554591958198753e-26,1.8381486563394687e-11
83,127.2154414761758,557.0795236626582,203.5014215373112,14.995220522247676,0.3283226278681863,185.0727168221848,14.536241375971754,379600067.1870618,1796257.167684857,29688557.226182584,2.2522490862814114e-14,1.5267230805861788e-30,4.1354052337816476e-12,3627383.0659319344,28705305.007810235,2.2584845615859473e-14,3.1975166304641854e-30,6.135832848001256e-12,5526870.60471124,27270736.656184483,2.2672930381386024e-14,5.1481893552756355e-30,7.879950138726774e-12,7525699.237790112,25766100.620999876,2.2746171208747302e-14,7.443392037408538e-30,9.481767783957635e-12
84,86.90899203684879,710.6562047931358,88.47617105659745,37.99473274824935,95.42532456520472,555.2175960168646,12.207186621839522,0.0,1755546.0107836262,38371.04112383604,1.0106871329271204e-14,3.2262860004862497e-25,1.4207995269519388e-11,3770001.63716946,38342.56566629379,1.04817514376785e-14,7.190709091322095e-25,2.6003288237605087e-11,6227688.191775806,38296.51867331738,1.0599428840089691e-14,1.202617504886571e-24,3.005721843334725e-11,9233231.37131431,38231.486144232,1.0584140478058178e-14,1.7834692560555252e-24,3.282261805251722e-11
85,126.88737272897464,642.9824589734845,96.16204161965976,45.59639909069783,267.4698278785309,576.9259734292098,20.42159021332444,220655879.2130333,1244405.5720442196,30418.735132125254,1.582960863498188e-14,5.941173501456603e-25,1.8366375618443318e-11,2548655.9810048523,25218.737885386425,1.598762362995368e-14,1.4823578178187927e-24,2.549316585055748e-11,3966593.908339471,20230.07633552675,1.612984484667786e-14,2.9015607711559834e-24,3.168426037939334e-11,5542511.72575654,16475.600110816325,1.6183520098733134e-14,4.9948175820278676e-24,3.682952860793379e-11
